HLCIT_CODE,PROVINCE,LOCAL_BODY_NAME_ENGLISH,LOCAL_BODY_NAME_NEPALI,STATUS_ENGLISH,STATUS_NEPALI,DISTRICT_CODE,DNAME_ENGLISH,DNAME_NEPALI
524 2 32 3 005,2,Brindaban,वृन्दावन,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 006,2,Maulapur,मौलापुर,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 007,2,Dewahi Gonahi,देवाही गोनाही  ,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 008,2,Garuda,गरुडा,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 009,2,Gadhimai,गढीमाई,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 010,2,Baudhimai,बौधीमाई,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 011,2,Madhav Narayan,माधव नारायण,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 012,2,Paroha,परोहा,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 013,2,Ishanath,ईशनाथ,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 014,2,Rajpur,राजपुर,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 015,2,Gaur,गौर,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 3 016,2,Rajdevi,राजदेवी,Urban Municipality,नगरपालिका,32,Rautahat,रौतहट
524 2 32 4 001,2,Yamunamai,यमुनामाई ,Rural Municipality,गाउँपालिका,32,Rautahat,रौतहट
524 2 32 4 002,2,Durga Bhagwati,दुर्गा भगवती,Rural Municipality,गाउँपालिका,32,Rautahat,रौतहट
524 2 33 2 001,2,Jitpur Simara,जीतपुरसिमरा,Sub-metropolitan City,उपमहानगरपालिका,33,Bara,बारा
524 2 33 2 002,2,Kalaiya,कलैया,Sub-metropolitan City,उपमहानगरपालिका,33,Bara,बारा
524 2 33 3 001,2,Nijgadh,निजगढ,Urban Municipality,नगरपालिका,33,Bara,बारा
524 2 33 3 002,2,Kolhabi,कोल्हवी,Urban Municipality,नगरपालिका,33,Bara,बारा
524 2 33 3 003,2,Mahagadhimai,महागढीमाई,Urban Municipality,नगरपालिका,33,Bara,बारा
524 2 33 3 004,2,Pacharauta,पचरौता,Urban Municipality,नगरपालिका,33,Bara,बारा
524 2 33 3 005,2,Simraungadh,सिम्रौनगढ,Urban Municipality,नगरपालिका,33,Bara,बारा
524 2 33 4 001,2,Parwanipur,परवानीपुर,Rural Municipality,गाउँपालिका,33,Bara,बारा
524 2 33 4 002,2,Prasauni,प्रसौनी,Rural Municipality,गाउँपालिका,33,Bara,बारा
524 2 33 4 003,2,Karaiyamai,करैयामाई,Rural Municipality,गाउँपालिका,33,Bara,बारा
524 2 33 4 004,2,Bishrampur,विश्रामपुर,Rural Municipality,गाउँपालिका,33,Bara,बारा
524 2 33 4 005,2,Pheta,फेटा,Rural Municipality,गाउँपालिका,33,Bara,बारा
524 2 33 4 006,2,Baragadhi,बारागढी,Rural Municipality,गाउँपालिका,33,Bara,बारा
524 2 33 4 007,2,Devtal,देवताल,Rural Municipality,गाउँपालिका,33,Bara,बारा
524 2 33 4 008,2,Suwarna,सुवर्ण,Rural Municipality,गाउँपालिका,33,Bara,बारा
524 2 33 4 009,2,Adarshkotwal,आदर्श कोटवाल,Rural Municipality,गाउँपालिका,33,Bara,बारा
524 2 33 5 995,2,Parsa Wildlife Reserve,पर्सा वन्यजन्तु आरक्षण,Designated Area,निर्दिष्ट क्षेत्र,33,Bara,बारा
524 2 34 1 001,2,Birgunj,बिरगंज,Metropolitan City,महानगरपालिका,34,Parsa,पर्सा
524 2 34 3 001,2,Pokhariya,पोखरिया,Urban Municipality,नगरपालिका,34,Parsa,पर्सा
524 2 34 3 002,2,Bahudaramai,बहुदरमाई,Urban Municipality,नगरपालिका,34,Parsa,पर्सा
524 2 34 3 003,2,Parsagadhi,पर्सागढी,Urban Municipality,नगरपालिका,34,Parsa,पर्सा
524 2 34 4 001,2,Thori,ठोरी,Rural Municipality,गाउँपालिका,34,Parsa,पर्सा
524 2 34 4 002,2,Jira Bhawani,जिराभवानी,Rural Municipality,गाउँपालिका,34,Parsa,पर्सा
524 2 34 4 003,2,Paterwasugauli,पटेर्वा सुगौली,Rural Municipality,गाउँपालिका,34,Parsa,पर्सा
524 2 34 4 004,2,Sakhuwa Prasauni,सखुवा प्रसौनी,Rural Municipality,गाउँपालिका,34,Parsa,पर्सा
524 2 34 4 005,2,Jagarnathpur,जगरनाथपुर,Rural Municipality,गाउँपालिका,34,Parsa,पर्सा
524 2 34 4 006,2,Dhobini,धोबीनी,Rural Municipality,गाउँपालिका,34,Parsa,पर्सा
524 2 34 4 007,2,Chhipaharmai,छिपहरमाई,Rural Municipality,गाउँपालिका,34,Parsa,पर्सा
524 2 34 4 008,2,Kalikamai,कालिकामाई,Rural Municipality,गाउँपालिका,34,Parsa,पर्सा
524 2 34 4 009,2,Pakahamainpur,पकाहा मैनपुर,Rural Municipality,गाउँपालिका,34,Parsa,पर्सा
524 2 34 4 010,2,Bindabasini,बिन्दबासिनी,Rural Municipality,गाउँपालिका,34,Parsa,पर्सा
524 2 34 5 995,2,Parsa Wildlife Reserve,पर्सा वन्यजन्तु आरक्षण,Designated Area,निर्दिष्ट क्षेत्र,34,Parsa,पर्सा
524 2 34 5 997,2,Chitawan National Park,चितवन राष्ट्रिय निकुञ्ज,Designated Area,निर्दिष्ट क्षेत्र,34,Parsa,पर्सा
524 3 20 3 001,3,Kamalamai,कमलामाई,Urban Municipality,नगरपालिका,20,Sindhuli,सिन्धुली
524 3 20 3 002,3,Dudhouli,दुधौली,Urban Municipality,नगरपालिका,20,Sindhuli,सिन्धुली
524 3 20 4 001,3,Hariharpurgadhi,हरिहरपुरगढी,Rural Municipality,गाउँपालिका,20,Sindhuli,सिन्धुली
524 3 20 4 002,3,Marin,मरिण,Rural Municipality,गाउँपालिका,20,Sindhuli,सिन्धुली
524 3 20 4 003,3,Ghanglekh,घ्याङलेख,Rural Municipality,गाउँपालिका,20,Sindhuli,सिन्धुली
524 3 20 4 004,3,Sunkoshi,सुनकोशी,Rural Municipality,गाउँपालिका,20,Sindhuli,सिन्धुली
524 3 20 4 005,3,Golanjor,गोलन्जोर,Rural Municipality,गाउँपालिका,20,Sindhuli,सिन्धुली
524 3 20 4 006,3,Tinpatan,तिनपाटन,Rural Municipality,गाउँपालिका,20,Sindhuli,सिन्धुली
524 3 20 4 007,3,Phikkal,फिक्कल,Rural Municipality,गाउँपालिका,20,Sindhuli,सिन्धुली
524 3 21 3 001,3,Manthali,मन्थली,Urban Municipality,नगरपालिका,21,Ramechhap,रामेछाप
524 3 21 3 002,3,Ramechhap,रामेछाप,Urban Municipality,नगरपालिका,21,Ramechhap,रामेछाप
524 3 21 4 001,3,Sunapati,सुनापती,Rural Municipality,गाउँपालिका,21,Ramechhap,रामेछाप
524 3 21 4 002,3,Doramba,दोरम्बा,Rural Municipality,गाउँपालिका,21,Ramechhap,रामेछाप
524 3 21 4 003,3,Gokulganga,गोकुलगङ्गा,Rural Municipality,गाउँपालिका,21,Ramechhap,रामेछाप
524 3 21 4 004,3,Umakunda,उमाकुण्ड,Rural Municipality,गाउँपालिका,21,Ramechhap,रामेछाप
524 3 21 4 005,3,Khadadevi,खाँडादेवी,Rural Municipality,गाउँपालिका,21,Ramechhap,रामेछाप
524 3 21 4 006,3,Likhu,लिखु,Rural Municipality,गाउँपालिका,21,Ramechhap,रामेछाप
524 3 22 3 001,3,Bhimeshwor,भिमेश्वर ,Urban Municipality,नगरपालिका,22,Dolakha,दोलखा
524 3 22 3 002,3,Jiri,जिरी ,Urban Municipality,नगरपालिका,22,Dolakha,दोलखा
524 3 22 4 001,3,Bigu,विगु,Rural Municipality,गाउँपालिका,22,Dolakha,दोलखा
524 3 22 4 002,3,Gaurishankar,गौरिशंकर ,Rural Municipality,गाउँपालिका,22,Dolakha,दोलखा
524 3 22 4 003,3,Kalinchok,कालिन्चोक ,Rural Municipality,गाउँपालिका,22,Dolakha,दोलखा
524 3 22 4 004,3,Baiteshwor,वैतेश्वर ,Rural Municipality,गाउँपालिका,22,Dolakha,दोलखा
524 3 22 4 005,3,Sailung,शैलुङ ,Rural Municipality,गाउँपालिका,22,Dolakha,दोलखा
524 3 22 4 006,3,Melung,मेलुङ ,Rural Municipality,गाउँपालिका,22,Dolakha,दोलखा
524 3 22 4 007,3,Tamakoshi,तामाकोशी ,Rural Municipality,गाउँपालिका,22,Dolakha,दोलखा
524 3 23 3 001,3,Melamchi,मेलम्ची,Urban Municipality,नगरपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 3 002,3,Chautara Sangachokgadhi,चौतारा साँगाचोकगढी,Urban Municipality,नगरपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 3 003,3,Barhabise,वाह्रविसे,Urban Municipality,नगरपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 4 001,3,Helambu,हेलम्बु ,Rural Municipality,गाउँपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 4 002,3,Panchpokhari Thangpal,पाँचपोखरी थाङपाल ,Rural Municipality,गाउँपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 4 003,3,Jugal,जुगल,Rural Municipality,गाउँपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 4 004,3,Bhotekoshi,भोटेकोशी,Rural Municipality,गाउँपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 4 005,3,Indrawati,र्इन्द्रावती,Rural Municipality,गाउँपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 4 006,3,Balefi,बलेफी,Rural Municipality,गाउँपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 4 007,3,Sunkoshi,सुनकोशी,Rural Municipality,गाउँपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 4 008,3,Tripura Sundari,त्रिपुरासुन्दरी,Rural Municipality,गाउँपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 23 4 009,3,Lisangkhu Pakhar,लिसंखु पाखर,Rural Municipality,गाउँपालिका,23,Sindhupalchok,सिन्धुपाल्चोक
524 3 24 3 001,3,Mandandeupur,मण्डनदेउपुर,Urban Municipality,नगरपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 3 002,3,Banepa,बनेपा,Urban Municipality,नगरपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 3 003,3,Dhulikhel,धुलिखेल,Urban Municipality,नगरपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 3 004,3,Panchkhal,पाँचखाल,Urban Municipality,नगरपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 3 005,3,Panauti,पनौती,Urban Municipality,नगरपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 3 006,3,Namobuddha,नमोबुद्ध,Urban Municipality,नगरपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 4 001,3,Bhumlu,भुम्लु,Rural Municipality,गाउँपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 4 002,3,Chaurideurali,चौंरीदेउराली,Rural Municipality,गाउँपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 4 003,3,Bethanchowk,बेथानचोक,Rural Municipality,गाउँपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 4 004,3,Roshi,रोशी,Rural Municipality,गाउँपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 4 005,3,Temal,तेमाल,Rural Municipality,गाउँपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 4 006,3,Khanikhola,खानीखोला,Rural Municipality,गाउँपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 24 4 007,3,Mahabharat,महाभारत,Rural Municipality,गाउँपालिका,24,Kabhrepalanchok,काभ्रेपलाञ्चोक
524 3 25 1 001,3,Lalitpur,ललितपुर,Metropolitan City,महानगरपालिका,25,Lalitpur,ललितपुर
524 3 25 3 001,3,Godawari,गोदावरी,Urban Municipality,नगरपालिका,25,Lalitpur,ललितपुर
524 3 25 3 002,3,Mahalaxmi,महालक्ष्मी,Urban Municipality,नगरपालिका,25,Lalitpur,ललितपुर
524 3 25 4 001,3,Bagmati,बाग्मती,Rural Municipality,गाउँपालिका,25,Lalitpur,ललितपुर
524 3 25 4 002,3,Konjyosom,कोन्ज्योसोम,Rural Municipality,गाउँपालिका,25,Lalitpur,ललितपुर
524 3 25 4 003,3,Mahankal,महाङ्काल,Rural Municipality,गाउँपालिका,25,Lalitpur,ललितपुर
524 3 26 3 001,3,Madhyapur Thimi,मध्यपुर थिमी,Urban Municipality,नगरपालिका,26,Bhaktapur,भक्तपुर
524 3 26 3 002,3,Changunarayan,चाँगुनारायण,Urban Municipality,नगरपालिका,26,Bhaktapur,भक्तपुर
524 3 26 3 003,3,Bhaktapur,भक्तपुर,Urban Municipality,नगरपालिका,26,Bhaktapur,भक्तपुर
524 3 26 3 004,3,Suryabinayak,सूर्यविनायक,Urban Municipality,नगरपालिका,26,Bhaktapur,भक्तपुर
524 3 27 1 001,3,Kathmandu,काठमाण्डौ,Metropolitan City,महानगरपालिका,27,Kathmandu,काठमाडौं
524 3 27 3 001,3,Tarakeshwar,तारकेश्वर,Urban Municipality,नगरपालिका,27,Kathmandu,काठमाडौं
524 3 27 3 002,3,Tokha,टोखा,Urban Municipality,नगरपालिका,27,Kathmandu,काठमाडौं
524 3 27 3 003,3,Budhanilakantha,बुढानिलकण्ठ,Urban Municipality,नगरपालिका,27,Kathmandu,काठमाडौं
524 3 27 3 004,3,Gokarneshwor,गोकर्णेश्वर,Urban Municipality,नगरपालिका,27,Kathmandu,काठमाडौं
524 3 27 3 005,3,Nagarjun,नागार्जुन,Urban Municipality,नगरपालिका,27,Kathmandu,काठमाडौं
524 3 27 3 006,3,Kageshwori Manohara,कागेश्वरी मनोहरा,Urban Municipality,नगरपालिका,27,Kathmandu,काठमाडौं
524 3 27 3 007,3,Shankharapur,शङ्खरापुर,Urban Municipality,नगरपालिका,27,Kathmandu,काठमाडौं
524 3 27 3 008,3,Chandragiri,चन्द्रागिरी,Urban Municipality,नगरपालिका,27,Kathmandu,काठमाडौं
524 3 27 3 009,3,Kirtipur,किर्तिपुर,Urban Municipality,नगरपालिका,27,Kathmandu,काठमाडौं
524 3 27 3 010,3,Dakshinkali,दक्षिणकाली,Urban Municipality,नगरपालिका,27,Kathmandu,काठमाडौं
524 3 28 3 001,3,Bidur,विदुर,Urban Municipality,नगरपालिका,28,Nuwakot,नुवाकोट
524 3 28 3 002,3,Belkotgadhi,बेलकोटगढी,Urban Municipality,नगरपालिका,28,Nuwakot,नुवाकोट
524 3 28 4 001,3,Meghang,मेघाङ,Rural Municipality,गाउँपालिका,28,Nuwakot,नुवाकोट
524 3 28 4 002,3,Kispang,किस्पाङ,Rural Municipality,गाउँपालिका,28,Nuwakot,नुवाकोट
524 3 28 4 003,3,Tarakeshwar,तारकेश्वर,Rural Municipality,गाउँपालिका,28,Nuwakot,नुवाकोट
524 3 28 4 004,3,Suryagadhi,सुर्यगढी,Rural Municipality,गाउँपालिका,28,Nuwakot,नुवाकोट
524 3 28 4 005,3,Tadi,तादी,Rural Municipality,गाउँपालिका,28,Nuwakot,नुवाकोट
524 3 28 4 006,3,Likhu,लिखु,Rural Municipality,गाउँपालिका,28,Nuwakot,नुवाकोट
524 3 28 4 007,3,Panchakanya,पञ्चकन्या,Rural Municipality,गाउँपालिका,28,Nuwakot,नुवाकोट
524 3 28 4 008,3,Dupcheshwar,दुप्चेश्वर,Rural Municipality,गाउँपालिका,28,Nuwakot,नुवाकोट
524 3 28 4 009,3,Kakani,ककनी,Rural Municipality,गाउँपालिका,28,Nuwakot,नुवाकोट
524 3 28 4 010,3,Shivapuri,शिवपुरी,Rural Municipality,गाउँपालिका,28,Nuwakot,नुवाकोट
524 3 28 5 996,3,Shivapuri Watershed and Wildlife Reserve,शिवपुरी नागार्जुन राष्ट्रिय निकुञ्ज,Designated Area,निर्दिष्ट क्षेत्र,28,Nuwakot,नुवाकोट
524 3 28 5 997,3,Langtang National Park,लाङ्टाङ राष्ट्रिय निकुञ्ज,Designated Area,निर्दिष्ट क्षेत्र,28,Nuwakot,नुवाकोट
524 3 29 4 001,3,Parbati Kunda,पार्वतीकुण्ड,Rural Municipality,गाउँपालिका,29,Rasuwa,रसुवा
524 3 29 4 002,3,Gosaikunda,गोसाईकुण्ड,Rural Municipality,गाउँपालिका,29,Rasuwa,रसुवा
524 3 29 4 003,3,Uttargaya,उत्तरगया,Rural Municipality,गाउँपालिका,29,Rasuwa,रसुवा
524 3 29 4 004,3,Kalika,कालिका,Rural Municipality,गाउँपालिका,29,Rasuwa,रसुवा
524 3 29 4 005,3,Naukunda,नौकुण्ड,Rural Municipality,गाउँपालिका,29,Rasuwa,रसुवा
524 3 30 3 001,3,Nilakantha,निलकण्ठ,Urban Municipality,नगरपालिका,30,Dhading,धादिङ्ग
524 3 30 3 002,3,Dhunibesi,धुनीबेंशी,Urban Municipality,नगरपालिका,30,Dhading,धादिङ्ग
524 3 30 4 001,3,Rubi Valley,रुवी भ्याली,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 30 4 002,3,Gangajamuna,गङ्गाजमुना,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 30 4 003,3,Khaniyabash,खनियाबास,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 30 4 004,3,Tripura Sundari,त्रिपुरासुन्दरी,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 30 4 005,3,Netrawati,नेत्रावती,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 30 4 006,3,Jwalamukhi,ज्वालामूखी,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 30 4 007,3,Siddhalek,सिद्धलेक,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 30 4 008,3,Benighat Rorang,बेनीघाट रोराङ्ग,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 30 4 009,3,Gajuri,गजुरी,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 30 4 010,3,Galchhi,गल्छी,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 30 4 011,3,Thakre,थाक्रे,Rural Municipality,गाउँपालिका,30,Dhading,धादिङ्ग
524 3 31 2 001,3,Hetauda,हेटौडा,Sub-metropolitan City,उपमहानगरपालिका,31,Makawanpur,मकवानपुर
524 3 31 3 001,3,Thaha,थाहा,Urban Municipality,नगरपालिका,31,Makawanpur,मकवानपुर
524 3 31 4 001,3,Manahari,मनहरी,Rural Municipality,गाउँपालिका,31,Makawanpur,मकवानपुर
524 3 31 4 002,3,Raksirang,राक्सिराङ्ग,Rural Municipality,गाउँपालिका,31,Makawanpur,मकवानपुर
524 3 31 4 003,3,Kailash,कैलाश,Rural Municipality,गाउँपालिका,31,Makawanpur,मकवानपुर
524 3 31 4 004,3,Bhimphedi,भीमफेदी,Rural Municipality,गाउँपालिका,31,Makawanpur,मकवानपुर
524 3 31 4 005,3,Indrasarowar,ईन्द्र सरोवर,Rural Municipality,गाउँपालिका,31,Makawanpur,मकवानपुर
524 3 31 4 006,3,Makawanpurgadhi,मकवानपुरगढी,Rural Municipality,गाउँपालिका,31,Makawanpur,मकवानपुर
524 3 31 4 007,3,Bakaiya,बकैया,Rural Municipality,गाउँपालिका,31,Makawanpur,मकवानपुर
524 3 31 4 008,3,Bagmati,बाग्मती,Rural Municipality,गाउँपालिका,31,Makawanpur,मकवानपुर
524 3 31 5 995,3,Parsa Wildlife Reserve,पर्सा वन्यजन्तु आरक्षण,Designated Area,निर्दिष्ट क्षेत्र,31,Makawanpur,मकवानपुर
524 3 31 5 997,3,Chitawan National Park,चितवन राष्ट्रिय निकुञ्ज,Designated Area,निर्दिष्ट क्षेत्र,31,Makawanpur,मकवानपुर
524 3 35 1 001,3,Bharatpur,भरतपुर,Metropolitan City,महानगरपालिका,35,Chitawan,चितवन
